ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KEPULAUAN BANGKA BELITUNG,8,2785700,6104700,52,1:6,15.38461538461539
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI SULAWESI BARAT,13,2785700,6104700,55,1:4,23.63636363636364
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,SEKRETARIAT JENDERAL,19,2785700,6104700,42,1:2,45.23809523809524
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,STAKPN SENTANI,4,2785700,6104700,5,1:1,80.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,UIN MATARAM,3,2785700,6104700,30,1:10,10.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,UIN SULTAN MAULANA HASANUDDIN BANTEN,5,2785700,6104700,20,1:4,25.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,UNIVERSITAS ISLAM INTERNASIONAL INDONESIA,5,2785700,6104700,14,1:3,35.71428571428572
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN BANDUNG,2,2785700,6104700,12,1:6,16.66666666666666
Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | BADAN PENGELOLAAN KEUANGAN DAERAH | SEKRETARIAT BADAN PENGELOLAAN KEUANGAN DAERAH,1,2000000,3500000,0,,0.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,"PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA | SEKRETARIAT DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA",1,2000000,3500000,4,1:4,25.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,"PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PERDAGANGAN, KOPERASI DAN USAHA KECIL MENENGAH | SEKRETARIAT DINAS PERDAGANGAN, KOPERASI DAN USAHA KECIL MENENGAH",1,2000000,3500000,1,1:1,100.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK,1,2000000,3500000,1,1:1,100.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PENANAMAN MODAL DAN PELAYANAN PERIZINAN TERPADU | SEKRETARIAT DINAS PENANAMAN MODAL DAN PELAYANAN PERIZINAN TERPADU,1,2000000,3500000,2,1:2,50.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | BADAN PERENCANAAN PEMBANGUNAN DAERAH | SEKRETARIAT BADAN PERENCANAAN PEMBANGUNAN DAERAH,1,2000000,3500000,1,1:1,100.0
Pemerintah Kab. Aceh Timur,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PERINDUSTRIAN, TENAGA KERJA DAN TRANSMIGRASI | SEKRETARIAT DINAS PERINDUSTRIAN, TENAGA KERJA DAN TRANSMIGRASI",1,2000000,3500000,0,,0.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | SEKRETARIAT DEWAN PERWAKILAN RAKYAT KABUPATEN | BAGIAN UMUM | SUBBAGIAN TATA USAHA,1,2000000,3500000,0,,0.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PERDAGANGAN, KOPERASI DAN USAHA KECIL MENENGAH | SEKRETARIAT DINAS PERDAGANGAN, KOPERASI DAN USAHA KECIL MENENGAH",1,2000000,3500000,2,1:2,50.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS KOMUNIKASI DAN INFORMATIKA | SEKRETARIAT DINAS KOMUNIKASI DAN INFORMATIKA,1,2000000,3500000,4,1:4,25.0
Pemerintah Kab. Aceh Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS KESEHATAN | UPTD RUMAH SAKIT UMUM SULTAN ABDUL AZIZ SYAH PEUREULAK | BAGIAN TATA USAHA | SUBBAGIAN UMUM DAN KEPEGAWAIAN,1,2000000,3500000,3,1:3,33.33333333333333
Pemerintah Kab. Aceh Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH UTARA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG MUTASI DAN INFORMASI APARATUR,1,2785700,4575200,8,1:8,12.5
Pemerintah Kab. Aceh Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH UTARA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PERENCANAAN DAN ANALISA KEBUTUHAN APARATUR,1,2785700,4575200,5,1:5,20.0
Pemerintah Kab. Alor,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Alor | Dinas Komunikasi Dan Informatika,1,2785700,3500000,5,1:5,20.0
Pemerintah Kab. Balangan,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | RUMAH SAKIT UMUM DAERAH BALANGAN,1,2785700,7707000,1,1:1,100.0
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | DINAS PENDIDIKAN DAN KEBUDAYAAN,1,3203600,8996310,15,1:15,6.666666666666667
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | DINAS PERINDUSTRIAN DAN PERDAGANGAN,1,2785700,8578000,9,1:9,11.11111111111111
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN BALANGAN | BADAN PENGELOLAAN KEUANGAN, PENDAPATAN DAN ASET DAERAH",2,2785700,10285000,68,1:34,2.941176470588235
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN BALANGAN | DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA SERTA PEMBERDAYAAN MASYARAKAT DAN DESA",1,2785700,8577700,18,1:18,5.555555555555555
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | DINAS KESEHATAN,1,2785700,8577700,10,1:10,10.0
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | DINAS KOPERASI USAHA KECIL DAN MENENGAH DAN TENAGA KERJA,1,2785700,8577700,10,1:10,10.0
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN BALANGAN | BADAN PERENCANAAN PEMBANGUNAN, RISET DAN INOVASI DAERAH",2,2785700,9119000,13,1:6,15.38461538461539
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | RUMAH SAKIT UMUM DAERAH BALANGAN,1,2785700,7707000,10,1:10,10.0
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN BALANGAN | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN",1,2785700,8578000,4,1:4,25.0
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,1,2785700,10285000,7,1:7,14.28571428571428
Pemerintah Kab. Balangan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BALANGAN | DINAS SOSIAL,1,2785700,8578000,13,1:13,7.692307692307693
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Koperasi dan Usaha Kecil dan Menengah,1,2785700,3000000,13,1:13,7.692307692307693
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Pendidikan | Sekretariat,1,2785700,3000000,8,1:8,12.5
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | RSUD Oto Iskandar Di Nata | WAKIL DIREKTUR BIDANG UMUM DAN KEUANGAN | BAGIAN UMUM,1,2785700,3000000,8,1:8,12.5
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Kesehatan | SEKRETARIAT,1,2785700,3000000,10,1:10,10.0
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Sosial | Sekretariat,1,2785700,3000000,3,1:3,33.33333333333333
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | RSUD Cicalengka,1,2785700,3000000,5,1:5,20.0
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Pekerjaan Umum dan Tata Ruang | Sekretariat,1,2785700,3000000,5,1:5,20.0
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Satuan Polisi Pamong Praja,1,2785700,3000000,6,1:6,16.66666666666666
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Pemuda dan Olahraga | Sekretariat,1,2785700,3000000,9,1:9,11.11111111111111
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Umum,1,2785700,3000000,11,1:11,9.090909090909092
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kab. Bandung | Dinas Perumahan, Kawasan Permukiman Dan Pertanahan | Sekretariat",1,2785700,3000000,7,1:7,14.28571428571428
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kab. Bandung | Dinas Komunikasi Dan Informatika, Statistik Dan Persandian | Bidang Teknologi Informasi dan Komunikasi",1,2785700,3000000,11,1:11,9.090909090909092
Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Lingkungan Hidup | Sekretariat,1,2785700,3000000,13,1:13,7.692307692307693
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Dinas Pemadam Kebakaran dan Penyelamatan | Sekretaris Dinas Pemadam Kebakaran dan Penyelamatan,1,3203600,5261500,4,1:4,25.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Dinas Perikanan | Sekretaris Dinas Perikanan,1,3203600,5261500,2,1:2,50.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Sekretaris Badan Kepegawaian dan Pengembangan Sumber Daya Manusia,1,3203600,5261500,5,1:5,20.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Banggai | Badan Pendapatan Daerah | Bidang Pelayanan, Pelaporan dan Konsultasi | Sub Bidang Pelaporan dan Pembukuan",1,3203600,5261500,1,1:1,100.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Banggai | Dinas Komunikasi, Informatika, Statistik dan Persandian | Bidang Pengelolaan Informasi Publik",1,3203600,5261500,6,1:6,16.66666666666666
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Badan Riset dan Inovasi Daerah | Sektetaris Badan Riset dan Inovasi Daerah,1,3203600,5261500,2,1:2,50.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Badan Perencanaan dan Pembangunan Daerah | Sekretaris Badan Perencanaan dan Pembangunan Daerah,2,3203600,5261500,6,1:3,33.33333333333333
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Banggai | Dinas Perumahan, Kawasan Permukiman dan Pertanahan | Sekretaris Dinas Perumahan, Kawasan Permukiman dan Pertanahan",1,3203600,5261500,3,1:3,33.33333333333333
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Dinas Perikanan | Bidang Pengolahan dan Pemasaran Hasil Perikanan,1,3203600,5261500,2,1:2,50.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Sekretariat Dewan Perwakilan Rakyat Daerah | Bagian Umum dan Keuangan,1,3203600,5261500,5,1:5,20.0
Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Dinas Sosial | Bidang Pemberdayaan Sosial,1,3203600,5261500,4,1:4,25.0
