ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI NTT | BAGIAN UMUM SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI NTT,3,2785700,4575200,3,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS ENERGI DAN SUMBER DAYA MINERAL PROVINSI NTT | SEKRETARIAT DINAS ENERGI DAN SUMBER DAYA MINERAL PROVINSI NTT,3,2785700,4575200,1,1:0,300.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK PROVINSI NTT | SEKRETARIAT DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK PROVINSI NTT,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA TIMUR DI WAINGAPU | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA TIMUR DI WAINGAPU,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN FLORES TIMUR DI LARANTUKA | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN FLORES TIMUR DI LARANTUKA,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI NTT | UPTD PENGAWASAN DAN SERTIFIKASI BENIH,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH PROVINSI NTT | SEKRETARIAT BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH PROVINSI NTT",3,2785700,4575200,1,1:0,300.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN KUPANG DI BABAU | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN KUPANG DI BABAU,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KELAUTAN DAN PERIKANAN PROVINSI NTT | CABANG DINAS KELAUTAN DAN PERIKANAN WILAYAH KABUPATEN TIMOR TENGAH SELATAN, TIMOR TENGAH UTARA, BELU DAN MALAKA DI ATAMBUA",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KOMUNIKASI DAN INFORMATIKA PROVINSI NTT | BIDANG LAYANAN E-GOVERNMENT,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MANGGARAI DI RUTENG | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN MANGGARAI DI RUTENG,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS SOSIAL PROVINSI NTT | SEKRETARIAT DINAS SOSIAL PROVINSI NTT,4,2785700,4575200,3,1:1,133.3333333333333
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KESEHATAN,KEPENDUDUKAN DAN PENCATATAN SIPIL PROVINSI NTT | SEKRETARIAT DINAS KESEHATAN, KEPENDUDUKAN DAN PENCATATAN SIPIL PROVINSI NTT",14,2785700,4575200,79,1:6,17.72151898734177
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN BELU DI ATAMBUA | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN BELU DI ATAMBUA,1,2785700,4575200,1,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN ENDE DI ENDE | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN ENDE DI ENDE,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN KEUANGAN DAERAH PROVINSI NTT | BIDANG PERBENDAHARAAN,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENGELOLA PERBATASAN DAERAH PROVINSI NTT | SEKRETARIAT BADAN PENGELOLA PERBATASAN DAERAH PROVINSI NTT,3,2785700,4575200,1,1:0,300.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KOPERASI, TENAGA KERJA DAN TRANSMIGRASI PROVINSI NTT | SEKRETARIAT DINAS KOPERASI, TENAGA KERJA DAN TRANSMIGRASI PROVINSI NTT | SUB BAGIAN KEPEGAWAIAN DAN UMUM DINAS KOPERASI, TENAGA KERJA DAN TRANSMIGRASI PROVINSI NTT",7,2785700,4575200,12,1:2,58.33333333333334
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN LEMBATA DI LEWOLEBA | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN LEMBATA DI LEWOLEBA,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | INSPEKTORAT DAERAH PROVINSI NTT | SEKRETARIAT INSPEKTORAT DAERAH PROVINSI NTT,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN NAGEKEO DI MBAY | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN NAGEKEO DI MBAY,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS ENERGI DAN SUMBER DAYA MINERAL PROVINSI NTT | CABANG DINAS ENERGI DAN SUMBER DAYA MINERAL WILAYAH KABUPATEN LEMBATA, FLORES TIMUR DAN SIKKA DI LARANTUKA",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS SOSIAL PROVINSI NTT | UPTD KESEJAHTERAAN SOSIAL ANAK DI KUPANG | SEKSI KESEJAHTERAAN SOSIAL ANAK ORA ET LABORA SUMBA BARAT,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BIRO UMUM | BAGIAN ADMINISTRASI KEUANGAN DAN ASET,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KEARSIPAN DAN PERPUSTAKAAN PROVINSI NTT | BIDANG PENGELOLAAN ARSIP,1,2785700,4575200,1,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PERINDUSTRIAN DAN PERDAGANGAN PROVINSI NTT | UPTD PENGUJIAN DAN SERTIFIKASI MUTU,3,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | BADAN KEPEGAWAIAN DAERAH PROVINSI NTT | BIDANG PERENCANAAN, PENDIDIKAN DAN SISTEM INFORMASI PEGAWAI",2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KELAUTAN DAN PERIKANAN PROVINSI NTT | CABANG DINAS KELAUTAN DAN PERIKANAN WILAYAH KABUPATEN SUMBA TIMUR, SUMBA TENGAH, SUMBA BARAT DAN SUMBA BARAT DAYA DI TAMBOLAKA",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENANGGULANGAN BENCANA DAERAH PROVINSI NTT | SEKRETARIAT BADAN PENANGGULANGAN BENCANA DAERAH PROVINSI NTT,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN ALOR DI KALABAHI | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN ALOR DI KALABAHI,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT | SEKRETARIAT DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT | SUB BAGIAN KEPEGAWAIAN DAN UMUM DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BIRO ORGANISASI | BAGIAN TATALAKSANA,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH PROVINSI NTT | BIDANG PERENCANAAN, PENGENDALIAN DAN EVALUASI PEMBANGUNAN DAERAH",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BIRO PENGADAAN BARANG DAN JASA | BAGIAN PENGELOLAAN LAYANAN PENGADAAN SECARA ELEKTRONIK,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA TENGAH DI WAIBAKUL | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA TENGAH DI WAIBAKUL,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI NTT | UPTD TEKNOLOGI, KOMUNIKASI DAN INFORMASI PENDIDIKAN",8,2785700,4575200,16,1:2,50.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA BARAT DI WAIKABUBAK | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA BARAT DI WAIKABUBAK,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SIKKA DI MAUMERE | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SIKKA DI MAUMERE,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PARIWISATA DAN EKONOMI KREATIF PROVINSI NTT | SEKRETARIAT DINAS PARIWISATA DAN EKONOMI KREATIF PROVINSI NTT,6,2785700,4575200,10,1:2,60.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN KEUANGAN DAERAH PROVINSI NTT | BIDANG PEMBINAAN KEUANGAN KABUPATEN/KOTA,1,2785700,4575200,1,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KOPERASI, TENAGA KERJA DAN TRANSMIGRASI PROVINSI NTT | UPTD LATIHAN KERJA DI KUPANG | SUB BAGIAN TATA USAHA UPTD LATIHAN KERJA DI KUPANG",2,2785700,4575200,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,DIREKTORAT JENDERAL PENYELENGGARAAN HAJI DAN UMRAH,3,2785700,6104700,1,1:0,300.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI GORONTALO,7,2785700,6104700,52,1:7,13.46153846153846
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,UIN WALISONGO SEMARANG,6,2785700,6104700,42,1:7,14.28571428571428
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,UIN SULTAN AJI MUHAMMAD IDRIS SAMARINDA,3,2785700,6104700,13,1:4,23.07692307692308
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,UIN KIAI HAJI ACHMAD SIDDIQ JEMBER,2,2785700,6104700,22,1:11,9.090909090909092
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,STAKATN PONTIANAK,2,2785700,6104700,3,1:2,66.66666666666666
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,LOKA DIKLAT KEAGAMAAN PEKANBARU,2,2785700,6104700,9,1:4,22.22222222222222
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI RIAU,10,2785700,6104700,110,1:11,9.090909090909092
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN UTARA,5,2785700,6104700,13,1:3,38.46153846153847
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI BENGKULU,6,2785700,6104700,35,1:6,17.14285714285714
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI NTT | SEKRETARIAT DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI NTT,5,2785700,4575200,6,1:1,83.33333333333334
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KELAUTAN DAN PERIKANAN PROVINSI NTT | CABANG DINAS KELAUTAN DAN PERIKANAN WILAYAH KABUPATEN MANGGARAI TIMUR, MANGGARAI DAN MANGGARAI BARAT DI LABUAN BAJO",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KOMUNIKASI DAN INFORMATIKA PROVINSI NTT | BIDANG PERSANDIAN DAN PENGAMANAN INFORMASI,3,2785700,4575200,2,1:1,150.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BIRO PERKONOMIAN DAN ADMINISTRASI PEMBANGUNAN,4,2785700,4575200,2,1:0,200.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PERHUBUNGAN PROVINSI NTT | SEKRETARIAT DINAS PERHUBUNGAN PROVINSI NTT,3,3203600,5261500,1,1:0,300.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN KESATUAN BANGSA DAN POLITIK PROVINSI NTT | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK PROVINSI NTT,3,2785700,4575200,1,1:0,300.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH PROVINSI NTT | BIDANG PEMERINTAHAN DAN PEMBANGUNAN MANUSIA",2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI NTT | BIDANG PEMBINAAN KETENAGAAN,6,2785700,4575200,4,1:1,150.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | BIDANG PEMANFAATAN, PEMINDAHTANGANAN DAN PENGAMANAN ASET",1,2785700,4575200,1,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | SEKRETARIAT BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT,2,2785700,4575200,2,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH PROVINSI NTT | SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH PROVINSI NTT,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS KELAUTAN DAN PERIKANAN PROVINSI NTT | CABANG DINAS KELAUTAN DAN PERIKANAN WILAYAH KABUPATEN ENDE, NGADA DAN NAGEKEO DI ENDE",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN TIMOR TENGAH UTARA DI KEFAMENANU | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN TIMOR TENGAH UTARA DI KEFAMENANU,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BIRO UMUM | BAGIAN TATA USAHA BIRO UMUM,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS SOSIAL PROVINSI NTT | UPTD KESEJAHTERAAN SOSIAL ANAK DI KUPANG | SEKSI KESEJAHTERAAN SOSIAL ANAK RIANG NAIBONAT DAN TARUNA HARAPAN LEMBATA,3,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI NTT | BIDANG PEMBINAAN PENDIDIKAN MENENGAH,6,2785700,4575200,4,1:1,150.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN KEUANGAN DAERAH PROVINSI NTT | BIDANG AKUNTANSI DAN PELAPORAN,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA BARAT DAYA DI TAMBOLAKA | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SUMBA BARAT DAYA DI TAMBOLAKA,1,2785700,4575200,1,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Provinsi NTT | DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI NTT | UPTD PROTEKSI TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN",1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BIRO PENGADAAN BARANG DAN JASA | BAGIAN PENGELOLAAN PENGADAAN BARANG DAN JASA,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | BIDANG PENDAPATAN II,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | BIDANG PENDAPATAN I,4,2785700,4575200,3,1:1,133.3333333333333
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BIRO ORGANISASI | BAGIAN REFORMASI BIROKRASI DAN AKUNTABILITAS KINERJA,2,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BIRO ORGANISASI | BAGIAN KELEMBAGAAN DAN ANALISIS JABATAN,2,2785700,4575200,1,1:0,200.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT | SEKRETARIAT DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT,3,2785700,4575200,1,1:0,300.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KELAUTAN DAN PERIKANAN PROVINSI NTT | CABANG DINAS KELAUTAN DAN PERIKANAN WILAYAH KABUPATEN ALOR DI KALABAHI,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT | SEKRETARIAT DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT | SUB BAGIAN KEUANGAN DINAS PEMBERDAYAAN MASYARAKAT DAN DESA PROVINSI NTT,1,2785700,4575200,1,1:1,100.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SABU RAIJUA DI SEBA | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN SABU RAIJUA DI SEBA,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS KEARSIPAN DAN PERPUSTAKAAN PROVINSI NTT | BIDANG PENGEMBANGAN DAN PELESTARIAN BAHAN PUSTAKA,1,2785700,4575200,0,,0.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | DINAS PENDIDIKAN DAN KEBUDAYAAN PROVINSI NTT | UPTD MUSEUM DI KUPANG,3,2785700,4575200,4,1:1,75.0
Pemerintah Provinsi NTT,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Provinsi NTT | BADAN PENDAPATAN DAN ASET DAERAH PROVINSI NTT | UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN NGADA DI BAJAWA | SUB BAGIAN TATA USAHA UPTD PENDAPATAN DAERAH WILAYAH KABUPATEN NGADA DI BAJAWA,1,2785700,4575200,1,1:1,100.0
